Rank,ID,Segmento,Perfil,Tipo,Prioridade,Score,PL (R$),% Offshore,% CDI,Saldo Global (USD),Caixa Parado (USD),Dias s/Remessa,Dólar Médio (R$),Motivo Principal,Perfil Comportamental
603,G1002,Investidor,Moderado,PF,ALTO,51.5,1890271.5,0.025,0.4354,36192.45,7858.53,36,5.4247,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
604,G0515,Investidor,Moderado,PF,ALTO,51.5,966566.16,0.0311,0.1857,28439.18,7233.49,81,6.318,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
605,G1081,Investidor,Moderado,PF,ALTO,51.25,1588884.19,0.0256,0.5419,17102.09,6026.54,32,5.6535,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
606,G1126,Investidor,Arrojado,PF,ALTO,51.25,742505.65,0.0,0.5106,63361.75,20461.24,12,4.7252,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
607,G2628,Alta Renda,Conservador,PF,ALTO,51.25,8713312.72,0.0256,0.4189,344157.09,7141.08,22,5.4232,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
608,G0018,Qualificado,Conservador,PF,ALTO,51.25,157647.22,0.0881,0.6411,22032.44,7779.14,96,8.0,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
609,G0316,Qualificado,Arrojado,PF,ALTO,51.25,101409.84,0.0317,0.7247,22454.21,8653.37,18,4.6293,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
610,G1125,Investidor,Moderado,PF,ALTO,51.25,1253381.43,0.0315,0.4951,21954.34,2420.7,29,6.6326,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
611,G1497,Investidor,Arrojado,PF,ALTO,51.25,1253687.34,0.0713,0.5818,69098.81,38093.1,48,5.6671,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
612,G1685,Investidor,Conservador,PF,ALTO,51.0,5000000.0,0.0306,0.5499,14720.63,7917.13,51,5.1207,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
613,G2748,Alta Renda,Arrojado,PF,ALTO,51.0,23578942.16,0.0647,0.5506,41761.14,8891.08,355,4.631,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
614,G0373,Qualificado,Conservador,PF,ALTO,51.0,209501.76,0.0434,0.6707,17027.13,5334.55,10,5.4248,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
615,G0874,Investidor,Arrojado,PJ,ALTO,51.0,2580531.82,0.0153,0.5015,11072.57,2056.44,14,5.0392,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
616,G1495,Investidor,Moderado,PJ,ALTO,51.0,1149649.63,0.05,0.5534,46443.94,4584.02,37,6.5122,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
617,G2934,Wealth,Arrojado,PF,ALTO,51.0,242686989.31,0.11,0.3548,1036205.7,704852.19,58,4.4102,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
618,G2480,Alta Renda,Moderado,PF,ALTO,50.75,23974722.53,0.1039,0.3713,192622.11,48247.59,35,6.4908,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
619,G0827,Investidor,Moderado,PF,ALTO,50.75,2327059.73,0.1011,0.3733,106354.3,47512.75,60,5.6031,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
620,G2012,Alta Renda,Moderado,PF,ALTO,50.75,13970300.77,0.0,0.4569,71956.91,7214.52,22,4.4805,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
621,G2279,Alta Renda,Moderado,PF,ALTO,50.75,5000000.0,0.0,0.4356,122410.86,10219.92,20,4.4006,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
622,G2253,Alta Renda,Arrojado,PF,ALTO,50.75,5000000.0,0.0085,0.3994,104653.11,34912.24,45,4.4254,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
623,G2348,Alta Renda,Sofisticado,PF,ALTO,50.75,5000000.0,0.028,0.3407,141028.7,75014.97,27,4.9243,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
624,G2564,Alta Renda,Sofisticado,PF,ALTO,50.75,15010798.51,0.1121,0.5054,69060.88,30860.97,20,6.2395,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
625,G0267,Qualificado,Moderado,PJ,ALTO,50.75,500000.0,0.0771,0.676,37932.29,19360.39,37,5.9165,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
626,G1968,Alta Renda,Moderado,PF,ALTO,50.75,9456429.07,0.0875,0.417,114958.07,58603.65,33,6.4997,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
627,G2989,Wealth,Moderado,PF,ALTO,50.75,109289181.29,0.0017,0.2044,107162.51,19800.62,8,6.074,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
628,G2690,Alta Renda,Arrojado,PJ,ALTO,50.75,5000000.0,0.1045,0.4097,315346.92,184663.55,41,5.4417,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
629,G0371,Qualificado,Conservador,PF,ALTO,50.75,306788.42,0.0471,0.8897,14788.88,2314.98,14,6.4242,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
630,G0533,Investidor,Moderado,PF,ALTO,50.75,1905873.42,0.0099,0.6091,39590.34,10517.72,12,3.8837,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
631,G1025,Investidor,Conservador,PJ,ALTO,50.75,4907396.31,0.004,0.6273,87552.04,6292.8,20,4.6781,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
632,G0538,Investidor,Arrojado,PF,ALTO,50.75,1838791.77,0.0197,0.4924,34083.99,3441.58,42,6.7826,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
633,G2440,Alta Renda,Arrojado,PF,ALTO,50.75,5177571.3,0.126,0.4574,583629.43,247798.12,13,8.0,Caixa parado na conta internacional,Alto Risco — CDI Excessivo
634,G2217,Alta Renda,Moderado,PJ,ALTO,50.75,25842028.93,0.0301,0.47,61077.94,10784.27,55,6.9256,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
635,G1250,Investidor,Conservador,PF,ALTO,50.5,2570337.12,0.0294,0.1471,36012.2,14749.41,28,5.6066,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
636,G0542,Investidor,Arrojado,PF,ALTO,50.5,857340.11,0.0,0.6026,36922.81,2049.97,24,4.8915,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
637,G1268,Investidor,Moderado,PF,ALTO,50.5,923517.31,0.0323,0.4979,120088.86,27355.28,58,4.2557,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
638,G2629,Alta Renda,Conservador,PF,ALTO,50.5,15281496.43,0.0742,0.3919,314479.63,70743.63,52,4.3726,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
639,G2622,Alta Renda,Moderado,PF,ALTO,50.5,19051912.74,0.0557,0.5178,204228.78,104640.39,19,5.0275,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
640,G2228,Alta Renda,Moderado,PF,ALTO,50.5,14102142.49,0.0,0.283,84920.95,17167.15,15,5.0607,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
641,G2019,Alta Renda,Sofisticado,PF,ALTO,50.5,12573565.94,0.0,0.3579,77176.35,6239.88,66,5.463,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
642,G1455,Investidor,Moderado,PF,ALTO,50.5,1824976.98,0.0423,0.5595,52780.15,19818.47,9,4.4549,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
643,G2521,Alta Renda,Moderado,PF,ALTO,50.5,9107031.43,0.135,0.435,105140.94,52798.2,110,5.6817,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
644,G1703,Investidor,Arrojado,PJ,ALTO,50.5,2702673.15,0.0512,0.657,62440.77,16270.99,85,5.7865,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
645,G0776,Investidor,Moderado,PF,ALTO,50.5,2376650.39,0.0105,0.5357,25963.38,2218.49,76,4.5562,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
646,G0464,Investidor,Moderado,PF,ALTO,50.25,1462772.37,0.0758,0.3977,119203.02,53696.9,40,5.1499,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
647,G2005,Alta Renda,Arrojado,PF,ALTO,50.25,7380839.68,0.0945,0.464,165857.91,51187.92,3,6.391,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
648,G1044,Investidor,Moderado,PF,ALTO,50.25,1199396.6,0.0426,0.3951,33863.69,7587.21,11,5.9549,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
649,G0404,Qualificado,Conservador,PF,ALTO,50.25,156247.11,0.02,0.6425,16004.96,1507.97,38,6.1671,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
650,G1106,Investidor,Arrojado,PJ,ALTO,50.25,1469506.18,0.1078,0.6724,61232.98,44526.09,33,4.9264,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
651,G0553,Investidor,Arrojado,PJ,ALTO,50.25,1472046.31,0.0156,0.4472,61857.46,14001.54,24,4.4665,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
652,G1420,Investidor,Moderado,PF,ALTO,50.25,535017.82,0.0324,0.3828,32592.48,15552.54,59,6.2151,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
653,G2421,Alta Renda,Arrojado,PJ,ALTO,50.25,12249281.84,0.0557,0.6826,163982.62,29786.61,4,4.2446,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
654,G0323,Qualificado,Conservador,PJ,ALTO,50.0,210298.71,0.0185,0.5716,10000.0,1461.13,17,6.6513,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
655,G2702,Alta Renda,Moderado,PJ,ALTO,50.0,7162583.48,0.0725,0.4521,116450.6,63501.63,71,4.2637,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
656,G1145,Investidor,Moderado,PF,ALTO,50.0,2379309.53,0.0461,0.3691,87080.1,32279.07,34,5.2836,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
657,G2262,Alta Renda,Sofisticado,PF,ALTO,50.0,5000000.0,0.0522,0.4315,75203.77,17384.15,31,7.3532,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
658,G0005,Qualificado,Moderado,PF,ALTO,50.0,239991.08,0.1006,0.7684,12151.13,8109.3,47,6.7544,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
659,G1881,Alta Renda,Arrojado,PF,ALTO,50.0,14208362.66,0.0122,0.37,41791.23,4017.35,60,4.6246,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
660,G0106,Qualificado,Moderado,PF,ALTO,50.0,110682.15,0.0086,0.6334,12047.01,1149.28,52,3.8526,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
661,G2391,Alta Renda,Arrojado,PF,ALTO,49.75,13745579.58,0.0716,0.4885,124118.5,32062.98,244,4.8871,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
662,G2294,Alta Renda,Arrojado,PF,ALTO,49.75,13635453.46,0.0,0.3979,163747.22,26965.76,23,5.5203,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
663,G2456,Alta Renda,Conservador,PF,ALTO,49.75,9608914.6,0.0147,0.4319,40755.03,2528.61,62,4.9456,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
664,G0919,Investidor,Moderado,PJ,ALTO,49.75,828203.38,0.0,0.5276,31193.65,4208.3,13,4.4804,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
665,G0887,Investidor,Moderado,PF,ALTO,49.75,5000000.0,0.0098,0.3866,147264.82,31073.82,24,3.5159,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
666,G0750,Investidor,Moderado,PF,ALTO,49.75,1519758.69,0.0096,0.3469,35641.88,7347.13,23,5.5117,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
667,G1336,Investidor,Moderado,PJ,ALTO,49.75,878261.07,0.0414,0.3618,55649.18,27546.66,32,4.7191,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
668,G0284,Qualificado,Conservador,PF,ALTO,49.75,449800.27,0.0566,0.8124,22400.49,11317.08,19,5.972,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
669,G1838,Alta Renda,Moderado,PF,ALTO,49.75,8167815.1,0.1177,0.1334,215776.1,101302.18,6,6.3314,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
670,G1607,Investidor,Moderado,PF,ALTO,49.75,2633315.32,0.0302,0.5943,22550.8,5791.78,51,5.0608,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
671,G1057,Investidor,Conservador,PF,ALTO,49.75,1976661.13,0.0,0.4367,28650.83,1582.64,10,4.041,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
672,G0071,Qualificado,Conservador,PF,ALTO,49.5,323682.48,0.0037,0.5428,24906.37,624.94,17,5.9436,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
673,G1469,Investidor,Moderado,PJ,ALTO,49.5,2626063.9,0.0161,0.5663,21103.35,3901.96,20,4.9668,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
674,G1536,Investidor,Moderado,PF,ALTO,49.5,619076.11,0.0258,0.608,28256.25,20788.53,10,4.612,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
675,G1499,Investidor,Arrojado,PJ,ALTO,49.5,1215939.64,0.0,0.6349,24353.5,5885.05,13,4.4064,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
676,G2722,Alta Renda,Moderado,PF,ALTO,49.5,5000000.0,0.0383,0.4253,65717.4,21228.58,50,5.4482,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
677,G2438,Alta Renda,Moderado,PF,ALTO,49.5,8916931.31,0.1178,0.4274,104352.26,60049.77,47,5.6151,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
678,G1829,Alta Renda,Moderado,PF,ALTO,49.5,10902760.53,0.0664,0.4085,80228.83,41687.59,30,5.2406,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
679,G1947,Alta Renda,Moderado,PF,ALTO,49.5,5000000.0,0.0996,0.4454,220643.05,38744.11,37,6.3147,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
680,G0363,Qualificado,Moderado,PF,ALTO,49.5,346846.76,0.0042,0.3344,10000.0,1020.0,60,4.3492,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
681,G2419,Alta Renda,Moderado,PJ,ALTO,49.5,18614572.95,0.0374,0.5477,42361.79,5891.59,16,4.9407,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
682,G1849,Alta Renda,Moderado,PF,ALTO,49.5,5000000.0,0.0815,0.4736,112580.05,30914.29,43,5.9762,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
683,G1258,Investidor,Moderado,PF,ALTO,49.5,917039.68,0.0303,0.5784,21519.79,4727.57,28,5.5827,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
684,G1519,Investidor,Conservador,PF,ALTO,49.5,877677.24,0.0068,0.4823,16756.96,2705.57,48,5.2519,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
685,G1188,Investidor,Moderado,PF,ALTO,49.25,2678048.13,0.0171,0.3996,22309.26,11100.98,9,5.0469,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
686,G0974,Investidor,Moderado,PF,ALTO,49.25,1205149.97,0.0038,0.645,20589.3,2681.97,26,4.1566,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
687,G0988,Investidor,Moderado,PF,ALTO,49.25,1270490.48,0.011,0.4771,23923.67,6482.28,27,5.0471,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
688,G1398,Investidor,Conservador,PF,ALTO,49.25,795034.73,0.0042,0.4116,60827.87,6409.75,4,5.3876,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
689,G1183,Investidor,Moderado,PF,ALTO,49.25,3078207.55,0.0263,0.6751,23322.38,4354.05,6,5.509,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
690,G0213,Qualificado,Arrojado,PF,ALTO,49.25,103841.95,0.0194,0.8102,23728.82,22.51,6,5.4444,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
691,G0820,Investidor,Moderado,PF,ALTO,49.25,2217473.68,0.0027,0.4929,84512.76,9874.01,29,5.2635,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
692,G0637,Investidor,Arrojado,PF,ALTO,49.25,853853.03,0.0,0.7252,13909.06,2994.62,27,4.8885,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
693,G1334,Investidor,Moderado,PF,ALTO,49.25,1061725.59,0.0301,0.7528,30923.4,2799.19,17,5.5809,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
694,G1100,Investidor,Arrojado,PF,ALTO,49.25,864231.09,0.0289,0.4776,83093.45,29570.93,24,5.1107,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
695,G1724,Investidor,Moderado,PF,ALTO,49.25,1842037.18,0.0,0.3803,49073.16,6081.19,23,4.9378,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
696,G1741,Investidor,Moderado,PF,ALTO,49.25,1012582.65,0.0197,0.3307,111403.77,25214.5,18,4.885,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
697,G0344,Qualificado,Moderado,PF,ALTO,49.25,141553.35,0.0459,0.5161,16500.67,8126.57,10,7.5881,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
698,G1452,Investidor,Conservador,PJ,ALTO,49.25,1767561.14,0.0235,0.6457,96241.86,13412.63,26,4.6373,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
699,G0119,Qualificado,Conservador,PF,ALTO,49.25,141598.78,0.0297,0.4704,25240.99,3796.44,22,6.4145,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
700,G1029,Investidor,Sofisticado,PF,ALTO,49.25,1397626.37,0.0275,0.4858,10000.0,2821.31,46,5.6224,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
701,G0218,Qualificado,Conservador,PF,ALTO,49.0,500000.0,0.0502,0.5846,16695.5,11122.11,29,7.7069,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
702,G0879,Investidor,Conservador,PF,ALTO,49.0,1611833.55,0.0472,0.4689,19526.68,2180.64,18,6.0949,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
703,G0848,Investidor,Conservador,PF,ALTO,49.0,4040754.78,0.0417,0.3512,30060.84,13039.09,66,5.4726,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
704,G0099,Qualificado,Conservador,PF,ALTO,49.0,100000.0,0.0246,0.6188,13795.19,5966.32,12,4.1822,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
705,G2167,Alta Renda,Conservador,PF,ALTO,49.0,13421231.55,0.0757,0.3381,179231.73,141808.97,13,5.7827,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
706,G1052,Investidor,Sofisticado,PF,ALTO,49.0,1817370.19,0.0405,0.4671,55520.51,36351.4,10,4.9219,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
707,G1261,Investidor,Arrojado,PF,ALTO,49.0,1846679.99,0.0733,0.679,20328.59,2865.69,104,5.1558,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
708,G1850,Alta Renda,Arrojado,PF,ALTO,49.0,5434507.22,0.1218,0.6552,68631.52,12854.51,57,7.4447,Concentração excessiva em CDI,Urgente — Grande Gap Offshore
709,G1882,Alta Renda,Conservador,PF,ALTO,49.0,7705099.78,0.0,0.3347,38855.79,11931.19,21,4.7433,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
710,G0062,Qualificado,Conservador,PJ,ALTO,49.0,204848.66,0.016,0.739,10000.0,4677.85,22,4.1306,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
711,G0188,Qualificado,Conservador,PF,ALTO,49.0,488187.79,0.0596,0.8169,47113.79,19444.27,45,5.0704,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
712,G0599,Investidor,Conservador,PF,ALTO,49.0,1676122.18,0.0201,0.5243,15969.85,7585.14,9,5.6093,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
713,G0923,Investidor,Conservador,PF,ALTO,49.0,768777.98,0.0251,0.5606,16958.71,3719.35,4,4.9248,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
714,G1428,Investidor,Moderado,PF,ALTO,48.75,1449121.2,0.0588,0.6543,31032.11,16497.0,104,5.3048,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
715,G0623,Investidor,Arrojado,PF,ALTO,48.75,1022263.97,0.0194,0.4938,15240.25,3191.04,40,6.8088,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
716,G1345,Investidor,Moderado,PF,ALTO,48.75,737985.92,0.0326,0.5461,11360.07,1918.87,39,5.1394,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
717,G2577,Alta Renda,Sofisticado,PF,ALTO,48.75,8386746.2,0.1116,0.2408,338692.82,135038.88,46,5.2545,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
718,G0811,Investidor,Moderado,PF,ALTO,48.75,3223323.04,0.0325,0.6428,45691.96,9905.82,12,5.7327,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
719,G1574,Investidor,Moderado,PF,ALTO,48.75,3437128.14,0.0257,0.476,40673.25,1932.57,63,5.5488,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
720,G2446,Alta Renda,Arrojado,PF,ALTO,48.75,6153198.91,0.0726,0.3192,240127.58,57838.1,27,5.4964,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
721,G0251,Qualificado,Arrojado,PF,ALTO,48.75,285339.99,0.0,0.6112,23066.93,5569.61,22,4.8325,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
722,G0634,Investidor,Conservador,PF,ALTO,48.75,1937113.59,0.0149,0.6423,37822.69,5837.12,27,5.1579,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
723,G1626,Investidor,Moderado,PF,ALTO,48.75,706114.37,0.0234,0.477,64218.83,12029.11,14,5.2231,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
724,G2314,Alta Renda,Moderado,PF,ALTO,48.75,8413586.66,0.1017,0.5917,130793.93,33873.79,11,6.2167,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
725,G0292,Qualificado,Arrojado,PF,ALTO,48.75,100000.0,0.0551,0.7293,19551.42,6554.11,61,5.1985,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
726,G0300,Qualificado,Conservador,PJ,ALTO,48.75,236731.62,0.026,0.6794,18777.43,4107.84,57,4.6707,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
727,G0762,Investidor,Moderado,PF,ALTO,48.75,3982782.96,0.0757,0.518,192827.93,6184.58,6,6.6161,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
728,G1287,Investidor,Moderado,PF,ALTO,48.75,2021257.51,0.0294,0.6118,13297.9,2973.88,59,5.3625,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
729,G0349,Qualificado,Moderado,PF,ALTO,48.5,229534.98,0.0186,0.6621,19596.41,7314.29,20,4.056,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
730,G1576,Investidor,Sofisticado,PJ,ALTO,48.5,1563619.27,0.0244,0.2357,49502.52,23862.73,14,5.8729,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
731,G0555,Investidor,Conservador,PF,ALTO,48.5,1452288.39,0.1256,0.6283,99496.04,45178.62,11,6.0253,Caixa parado na conta internacional,Urgente — Grande Gap Offshore
732,G0209,Qualificado,Moderado,PF,ALTO,48.5,133561.48,0.0428,0.5726,18338.08,12577.22,20,5.0799,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
733,G1443,Investidor,Conservador,PF,ALTO,48.5,5000000.0,0.0407,0.583,63516.63,5208.26,151,4.7114,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
734,G0429,Qualificado,Conservador,PF,ALTO,48.5,100000.0,0.0111,0.5745,10000.0,2636.97,23,4.2486,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
735,G1472,Investidor,Moderado,PF,ALTO,48.5,2434836.23,0.0438,0.5497,80356.98,8857.32,10,5.2425,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
736,G1743,Investidor,Conservador,PF,ALTO,48.5,1890142.42,0.0314,0.5832,13069.75,7179.78,24,5.1487,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
737,G1286,Investidor,Moderado,PF,ALTO,48.5,1769178.64,0.0448,0.5834,56113.31,13701.91,16,5.1227,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
738,G1344,Investidor,Moderado,PF,ALTO,48.5,2725405.45,0.1029,0.5024,43045.06,16102.46,20,7.1332,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
739,G1257,Investidor,Conservador,PF,ALTO,48.5,1163367.02,0.0855,0.4435,96062.17,28336.44,53,6.7112,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
740,G1055,Investidor,Arrojado,PF,ALTO,48.5,1969698.36,0.0091,0.5423,11428.97,5026.01,32,5.2372,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
741,G0967,Investidor,Conservador,PF,ALTO,48.5,702099.3,0.0338,0.3747,71949.71,6643.79,23,6.2657,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
742,G1466,Investidor,Moderado,PF,ALTO,48.5,831848.71,0.061,0.6543,145364.29,46798.8,4,4.6033,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
743,G0537,Investidor,Conservador,PF,ALTO,48.5,1452150.42,0.0263,0.3533,32427.27,22808.06,12,5.7546,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
744,G2195,Alta Renda,Conservador,PF,ALTO,48.5,6702987.6,0.0747,0.1414,63072.77,1663.52,42,6.5592,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
745,G2292,Alta Renda,Arrojado,PF,ALTO,48.5,5538307.29,0.0,0.0876,49253.79,21947.59,18,5.3808,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
746,G0076,Qualificado,Moderado,PF,ALTO,48.25,309654.96,0.0401,0.5675,11763.33,4906.36,11,5.7425,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
747,G0480,Investidor,Moderado,PF,ALTO,48.25,1233532.35,0.1167,0.5085,93087.35,54688.13,75,5.0781,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
748,G2551,Alta Renda,Moderado,PJ,ALTO,48.25,15884443.25,0.064,0.4262,130899.02,8290.55,26,6.6203,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
749,G0167,Qualificado,Conservador,PF,ALTO,48.25,286425.48,0.0435,0.5953,10000.0,2109.13,73,6.317,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
750,G0522,Investidor,Conservador,PF,ALTO,48.25,1110731.92,0.0098,0.5264,22648.66,1569.09,12,5.8955,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
751,G2161,Alta Renda,Moderado,PF,ALTO,48.25,13700910.17,0.0115,0.2826,75503.39,21569.47,19,4.4214,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
752,G1138,Investidor,Arrojado,PF,ALTO,48.25,1477164.26,0.0995,0.6069,72488.95,24590.08,87,5.4847,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
753,G1972,Alta Renda,Arrojado,PF,ALTO,48.25,14993821.32,0.0,0.5352,46389.02,6997.58,13,5.4567,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
